Grid of  dIdV at 0.0x: 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
y: 0,1,2,3,4,5,6,7,
z :-0.001567048844481199,-0.000624600189350323,-0.00047133679268594454,0.005286532261944856,-0.0017156914426287202,-0.0022799807866787612,-0.0005745755797533496,-0.0025074215981346123,
-0.0015189348376125208,-0.0008386618053901475,-0.0003601876161538689,0.00011232732660963186,-0.0006643158765399851,-0.0028803800654417316,-0.0008388885070899983,-0.0009727093030670059,
-0.00046680365692607767,-0.0011513912906775652,-0.0011133917168399926,-0.0016768334569834857,0.0012998767954901002,-0.0013710402156818684,-0.0006510100040528147,-0.0021055276877137304,
-0.003375464096690117,0.0,-0.0015007374631268449,-0.0010609549463440056,-0.000374164264245844,-0.00038228286427236305,0.013425771620804171,-0.0003916842293511175,
-0.0003607273586019608,0.0011086482558139532,-0.0014270351147893565,-0.0016019341028527428,-0.0007577506821494097,-0.001921781024655981,-0.002089824801689221,-0.0010767331098959242,
-0.002088967240612056,-0.0016550634014807128,-0.0004289844478494547,0.000886549282991459,0.00010855081990512911,0.00294980023198866,-0.0009381605749644484,-0.00019470156399616968,
-0.0009903721332756234,-0.000979896472854219,0.023863516473968706,-0.0004576470294183738,-0.00026140748873207045,-0.0006034731127518825,0.000868060494002749,-0.0008942231601160639,
0.0,-0.000602724849442195,-0.0007277771594829637,-0.0005494505494505495,0.00102540834845735,-0.0013820585971108998,-0.0005755558489071601,-0.000652716383858553,
0.0006810696142466353,0.0016705439616832005,-0.0008081985011784022,-0.0011935336679486338,-0.0010493233495912644,-0.0018932892151793902,-0.001909720670391062,-0.0011339673063167116,
-0.0006638925152306353,-0.00026503160548938605,0.0031172402954581166,-0.0006142425767488673,-0.000974260523889549,0.00028831331201294955,-0.0005589472752845846,0.02254773826090699,
0.003868377964400784,-0.0004630332473052873,-0.0002818413790714589,-0.000564217921853815,-0.0006639477977161423,0.0037865884608877104,-0.001248721619963181,-0.00015603816540045519,
-0.0010100926538716202,-0.0022343178631956265,-0.00014963816999878014,0.002555193327088816,0.0006963426042118292,-0.0005889088300944954,-0.0010283523612925082,-0.0014485186503698543,
0.005431850117096013,-0.0016464874709116036,0.014595099277250867,-0.001954723447872706,-0.002420259475383845,0.002118575428690472,-0.000906031965955776,0.0001497695852534564,
0.004386030468525437,0.002669731860355476,-0.00038086563490862815,-0.0002679781487981616,-0.0006623978004486032,-0.00020141252918005266,-0.0010782754660305686,0.0,
0.00074173971679029,-0.0028097868981846893,-0.0008849258131554778,-0.0008384282475784852,-0.0016931759876859743,-0.0011768380382433802,-0.00020551868198511735,-0.0032966043714666104,
0.0005712493034972623,0.0004962597571552469,0.007274386383105512,0.0023853022783227153,0.0,0.003006748436037634,-0.0009034048852701698,0.0,
-0.00020961478986976375,0.0007003355415985548,0.0,0.0,-0.0011298946933209096,0.03142727540211847,-0.0012130647939578726,-0.00016255829447034555,
-0.0009957714374258368,-0.0003995284254650241,-0.0016643191421691008,0.009421909932928772,-0.00018777619047130977,0.0,-0.00014333638304361092,-0.000373069886795221,
-0.0012497850140457485,-0.001661765392335329,-0.0026167182795237723,0.009938236945536215,0.0025600767064181554,-0.0012325337210241502,0.0002966163405990586,-0.0013168872266973747,
-0.004771211901225191,0.013966336986092393,-0.0002218504509746871,-0.00024316351749980052,-0.001277263637631958,-0.00017491926803014007,-0.0011311730683671954,0.0765141483798505,
